LSOA21CD,Formatted_Ward
E01001918,Hammersmith and Fulham - Palace & Hurlingham
E01002065,Haringey - Stroud Green
E01002060,Haringey - Stroud Green
E01002063,Haringey - Stroud Green
E01002062,Haringey - Stroud Green
E01002059,Haringey - Stroud Green
E01002064,Haringey - Stroud Green
E01002061,Haringey - Stroud Green
E01002069,Haringey - Tottenham Central
E01002070,Haringey - Tottenham Central
E01001979,Haringey - Tottenham Central
E01001982,Haringey - Tottenham Central
E01002067,Haringey - Tottenham Central
E01001983,Haringey - Tottenham Central
E01001981,Haringey - Tottenham Central
E01001980,Haringey - Tottenham Central
E01002081,Haringey - Tottenham Hale
E01002076,Haringey - Tottenham Hale
E01033944,Haringey - Tottenham Hale
E01002079,Haringey - Tottenham Hale
E01002077,Haringey - Tottenham Hale
E01033943,Haringey - Tottenham Hale
E01002084,Haringey - West Green
E01002089,Haringey - West Green
E01002087,Haringey - West Green
E01002085,Haringey - West Green
E01002088,Haringey - West Green
E01002083,Haringey - West Green
E01002086,Haringey - West Green
E01002082,Haringey - West Green
E01002096,Haringey - White Hart Lane
E01002097,Haringey - White Hart Lane
E01002093,Haringey - White Hart Lane
E01032576,Harrow - Rayners Lane
E01002100,Haringey - White Hart Lane
E01002094,Haringey - White Hart Lane
E01002095,Haringey - White Hart Lane
E01002090,Haringey - White Hart Lane
E01002104,Haringey - White Hart Lane
E01002101,Haringey - Woodside
E01001969,Haringey - Woodside
E01002105,Haringey - Woodside
E01002103,Haringey - Woodside
E01001975,Haringey - Woodside
E01002098,Haringey - Woodside
E01002102,Haringey - Woodside
E01002099,Haringey - Woodside
E01001971,Haringey - Woodside
E01002111,Harrow - Belmont
E01002109,Harrow - Belmont
E01002108,Harrow - Belmont
E01002106,Harrow - Belmont
E01001966,Haringey - Alexandra Park
E01002253,Havering - Cranham
E01002115,Harrow - Canons
E01002156,Harrow - Headstone
E01002018,Haringey - Hornsey
E01002284,Havering - Heaton
E01001965,Haringey - Alexandra Park
E01002216,Harrow - Rayners Lane
E01034589,Harrow - Canons
E01002265,Havering - Elm Park
E01001963,Haringey - Alexandra Park
E01033945,Haringey - Hornsey
E01002159,Harrow - Headstone
E01002206,Harrow - Rayners Lane
E01002116,Harrow - Canons
E01002266,Havering - Elm Park
E01001964,Haringey - Alexandra Park
E01002017,Haringey - Hornsey
E01034594,Harrow - Headstone
E01002309,Havering - Heaton
E01002215,Harrow - Roxbourne
E01002113,Harrow - Canons
E01002260,Havering - Elm Park
E01001962,Haringey - Alexandra Park
E01033086,Haringey - Hornsey
E01002161,Harrow - Headstone
E01002313,Havering - Heaton
E01002212,Harrow - Roxbourne
E01002203,Harrow - Centenary
E01002267,Havering - Elm Park
E01001970,Haringey - Bounds Green
E01002021,Haringey - Hornsey
E01002163,Harrow - Headstone
E01002310,Havering - Heaton
E01002217,Harrow - Roxbourne
E01002199,Harrow - Centenary
E01002261,Havering - Elm Park
E01001972,Haringey - Bounds Green
E01002016,Haringey - Hornsey
E01002013,Haringey - Hornsey
E01002015,Haringey - Hornsey
E01002014,Haringey - Hornsey
E01033946,Haringey - Hornsey
E01002022,Haringey - Muswell Hill
E01001991,Haringey - Muswell Hill
E01002023,Haringey - Muswell Hill
E01002025,Haringey - Muswell Hill
E01002020,Haringey - Muswell Hill
E01002031,Haringey - Noel Park
E01002030,Haringey - Noel Park
E01002032,Haringey - Noel Park
E01002027,Haringey - Noel Park
E01002026,Haringey - Noel Park
E01002029,Haringey - Noel Park
E01002028,Haringey - Noel Park
E01002033,Haringey - Noel Park
E01002039,Haringey - Northumberland Park
E01002074,Haringey - Northumberland Park
E01002075,Haringey - Northumberland Park
E01002038,Haringey - Northumberland Park
E01002036,Haringey - Northumberland Park
E01002040,Haringey - Northumberland Park
E01002034,Haringey - Northumberland Park
E01002037,Haringey - Northumberland Park
E01002042,Haringey - St Ann's
E01002048,Haringey - St Ann's
E01002049,Haringey - St Ann's
E01002046,Haringey - St Ann's
E01002045,Haringey - St Ann's
E01002043,Haringey - St Ann's
E01002054,Haringey - Seven Sisters
E01002053,Haringey - Seven Sisters
E01002056,Haringey - Seven Sisters
E01002073,Haringey - Seven Sisters
E01002068,Haringey - South Tottenham
E01002066,Haringey - South Tottenham
E01002072,Haringey - South Tottenham
E01002055,Haringey - South Tottenham
E01002052,Haringey - South Tottenham
E01002078,Haringey - South Tottenham
E01002050,Haringey - South Tottenham
E01002071,Haringey - South Tottenham
E01002051,Haringey - South Tottenham
E01002315,Havering - Heaton
E01002214,Harrow - Roxbourne
E01002365,Havering - Elm Park
E01002211,Harrow - Roxbourne
E01002197,Harrow - Centenary
E01002316,Havering - Heaton
E01001973,Haringey - Bounds Green
E01034593,Harrow - Headstone
E01002110,Harrow - Centenary
E01002219,Harrow - Roxeth
E01002297,Havering - Heaton
E01002162,Harrow - Headstone
E01034590,Harrow - Centenary
E01001974,Haringey - Bounds Green
E01002366,Havering - Elm Park
E01002282,Havering - Heaton
E01002041,Haringey - Bruce Castle
E01002164,Harrow - Headstone
E01002287,Havering - Elm Park
E01002107,Harrow - Centenary
E01002314,Havering - Heaton
E01002091,Haringey - Bruce Castle
E01002224,Harrow - Roxeth
E01002165,Harrow - Kenton East
E01002264,Havering - Elm Park
E01002200,Harrow - Centenary
E01002319,Havering - Hylands & Harrow Lodge
E01001978,Haringey - Bruce Castle
E01034600,Harrow - Roxeth
E01002202,Harrow - Kenton East
E01002263,Havering - Elm Park
E01002201,Harrow - Centenary
E01002317,Havering - Hylands & Harrow Lodge
E01002092,Haringey - Bruce Castle
E01002221,Harrow - Roxeth
E01002166,Harrow - Kenton East
E01002262,Havering - Elm Park
E01002119,Harrow - Edgware
E01002321,Havering - Hylands & Harrow Lodge
E01001976,Haringey - Bruce Castle
E01034599,Harrow - Roxeth
E01002170,Harrow - Kenton East
E01002273,Havering - Emerson Park
E01002122,Harrow - Edgware
E01002322,Havering - Hylands & Harrow Lodge
E01032575,Haringey - Bruce Castle
E01002218,Harrow - Roxeth
E01002169,Harrow - Kenton East
E01002271,Havering - Emerson Park
E01002124,Harrow - Edgware
E01002318,Havering - Hylands & Harrow Lodge
E01001977,Haringey - Bruce Castle
E01002223,Harrow - Roxeth
E01002171,Harrow - Kenton East
E01002269,Havering - Emerson Park
E01002121,Harrow - Edgware
E01002320,Havering - Hylands & Harrow Lodge
E01001984,Haringey - Crouch End
E01002175,Harrow - Kenton East
E01002275,Havering - Emerson Park
E01002125,Harrow - Edgware
E01002324,Havering - Hylands & Harrow Lodge
E01001985,Haringey - Crouch End
E01002222,Harrow - Roxeth
E01002198,Harrow - Edgware
E01002270,Havering - Emerson Park
E01002323,Havering - Hylands & Harrow Lodge
E01001988,Haringey - Crouch End
E01002168,Harrow - Kenton East
E01002220,Harrow - Roxeth
E01002120,Harrow - Edgware
E01002274,Havering - Emerson Park
E01002340,Havering - Marshalls & Rise Park
E01001989,Haringey - Crouch End
E01002167,Harrow - Kenton East
E01002228,Harrow - Stanmore
E01002118,Harrow - Edgware
E01002277,Havering - Gooshays
E01002333,Havering - Marshalls & Rise Park
E01001986,Haringey - Crouch End
E01002177,Harrow - Kenton West
E01002227,Harrow - Stanmore
E01002123,Harrow - Edgware
E01002276,Havering - Gooshays
E01002338,Havering - Marshalls & Rise Park
E01001990,Haringey - Crouch End
E01002176,Harrow - Kenton West
E01002230,Harrow - Stanmore
E01034595,Harrow - Greenhill
E01002279,Havering - Gooshays
E01002336,Havering - Marshalls & Rise Park
E01002024,Haringey - Crouch End
E01002173,Harrow - Kenton West
E01002226,Harrow - Stanmore
E01034597,Harrow - Greenhill
E01002278,Havering - Gooshays
E01002353,Havering - Marshalls & Rise Park
E01001968,Haringey - Fortis Green
E01002172,Harrow - Kenton West
E01002114,Harrow - Stanmore
E01034596,Harrow - Greenhill
E01002283,Havering - Gooshays
E01002341,Havering - Marshalls & Rise Park
E01001996,Haringey - Fortis Green
E01002178,Harrow - Kenton West
E01002112,Harrow - Stanmore
E01002127,Harrow - Greenhill
E01002281,Havering - Gooshays
E01002339,Havering - Marshalls & Rise Park
E01002334,Havering - Marshalls & Rise Park
E01002337,Havering - Marshalls & Rise Park
E01002335,Havering - Mawneys
E01002326,Havering - Mawneys
E01002325,Havering - Mawneys
E01002332,Havering - Mawneys
E01002328,Havering - Mawneys
E01002330,Havering - Mawneys
E01002327,Havering - Mawneys
E01002329,Havering - Mawneys
E01002342,Havering - Rainham & Wennington
E01002349,Havering - Rainham & Wennington
E01002343,Havering - Rainham & Wennington
E01002348,Havering - Rainham & Wennington
E01002347,Havering - Rainham & Wennington
E01002345,Havering - Rainham & Wennington
E01002346,Havering - Rainham & Wennington
E01002344,Havering - Rainham & Wennington
E01002244,Havering - Rush Green & Crowlands
E01033787,Havering - Rush Green & Crowlands
E01002247,Havering - Rush Green & Crowlands
E01002246,Havering - Rush Green & Crowlands
E01033786,Havering - Rush Green & Crowlands
E01033788,Havering - Rush Green & Crowlands
E01002250,Havering - Rush Green & Crowlands
E01002248,Havering - Rush Green & Crowlands
E01002174,Harrow - Kenton West
E01002299,Havering - Gooshays
E01002225,Harrow - Stanmore
E01002129,Harrow - Greenhill
E01002182,Harrow - Marlborough
E01001993,Haringey - Fortis Green
E01002280,Havering - Gooshays
E01002229,Harrow - Stanmore
E01034598,Harrow - Greenhill
E01002128,Harrow - Marlborough
E01001994,Haringey - Fortis Green
E01002312,Havering - Gooshays
E01002234,Harrow - Wealdstone North
E01002130,Harrow - Greenhill
E01034592,Harrow - Marlborough
E01001997,Haringey - Fortis Green
E01002285,Havering - Hacton
E01002233,Harrow - Wealdstone North
E01002131,Harrow - Greenhill
E01002181,Harrow - Marlborough
E01001992,Haringey - Fortis Green
E01001995,Haringey - Fortis Green
E01001999,Haringey - Harringay
E01002000,Haringey - Harringay
E01002004,Haringey - Harringay
E01002002,Haringey - Harringay
E01002001,Haringey - Harringay
E01001998,Haringey - Harringay
E01002003,Haringey - Harringay
E01002058,Haringey - Hermitage & Gardens
E01002047,Haringey - Hermitage & Gardens
E01002057,Haringey - Hermitage & Gardens
E01002044,Haringey - Hermitage & Gardens
E01002010,Haringey - Highgate
E01002007,Haringey - Highgate
E01002006,Haringey - Highgate
E01001987,Haringey - Highgate
E01002009,Haringey - Highgate
E01002011,Haringey - Highgate
E01002005,Haringey - Highgate
E01002008,Haringey - Highgate
E01002019,Haringey - Hornsey
E01002134,Harrow - Harrow on the Hill
E01002133,Harrow - Harrow on the Hill
E01002135,Harrow - Harrow on the Hill
E01002137,Harrow - Harrow on the Hill
E01002132,Harrow - Harrow on the Hill
E01002145,Harrow - Harrow Weald
E01002139,Harrow - Harrow Weald
E01002142,Harrow - Harrow Weald
E01002141,Harrow - Harrow Weald
E01002232,Harrow - Harrow Weald
E01002151,Harrow - Harrow Weald
E01002143,Harrow - Harrow Weald
E01002144,Harrow - Harrow Weald
E01002140,Harrow - Harrow Weald
E01002149,Harrow - Hatch End
E01002147,Harrow - Hatch End
E01002235,Harrow - Wealdstone North
E01002146,Harrow - Hatch End
E01002290,Havering - Hacton
E01002231,Harrow - Wealdstone North
E01002157,Harrow - North Harrow
E01002150,Harrow - Hatch End
E01002288,Havering - Hacton
E01002236,Harrow - Wealdstone North
E01002239,Harrow - North Harrow
E01002148,Harrow - Hatch End
E01002292,Havering - Hacton
E01002184,Harrow - Wealdstone South
E01002242,Harrow - North Harrow
E01002179,Harrow - Wealdstone South
E01002152,Harrow - Hatch End
E01002286,Havering - Hacton
E01002183,Harrow - Wealdstone South
E01002153,Harrow - North Harrow
E01033784,Havering - Harold Wood
E01002160,Harrow - Headstone
E01034591,Harrow - Wealdstone South
E01002185,Harrow - Pinner
E01002295,Havering - Harold Wood
E01002241,Harrow - West Harrow
E01002187,Harrow - Pinner
E01033785,Havering - Harold Wood
E01002136,Harrow - West Harrow
E01002188,Harrow - Pinner
E01002298,Havering - Harold Wood
E01002240,Harrow - West Harrow
E01002190,Harrow - Pinner
E01002300,Havering - Harold Wood
E01002138,Harrow - West Harrow
E01002155,Harrow - Pinner
E01002294,Havering - Harold Wood
E01002238,Harrow - West Harrow
E01002189,Harrow - Pinner
E01002296,Havering - Harold Wood
E01002237,Harrow - West Harrow
E01002186,Harrow - Pinner
E01002268,Havering - Harold Wood
E01002369,Havering - Beam Park
E01002209,Harrow - Pinner South
E01002306,Havering - Havering-atte-Bower
E01002370,Havering - Beam Park
E01002191,Harrow - Pinner South
E01002308,Havering - Havering-atte-Bower
E01002368,Havering - Beam Park
E01002195,Harrow - Pinner South
E01002304,Havering - Havering-atte-Bower
E01002256,Havering - Cranham
E01002158,Harrow - Pinner South
E01002301,Havering - Havering-atte-Bower
E01002252,Havering - Cranham
E01002196,Harrow - Pinner South
E01002302,Havering - Havering-atte-Bower
E01002257,Havering - Cranham
E01002194,Harrow - Pinner South
E01002331,Havering - Havering-atte-Bower
E01002255,Havering - Cranham
E01002208,Harrow - Pinner South
E01002193,Harrow - Pinner South
E01002192,Harrow - Pinner South
E01002207,Harrow - Rayners Lane
E01002204,Harrow - Rayners Lane
E01002210,Harrow - Rayners Lane
E01002307,Havering - Havering-atte-Bower
E01002258,Havering - Cranham
E01002303,Havering - Havering-atte-Bower
E01002254,Havering - Cranham
E01002305,Havering - Havering-atte-Bower
E01002259,Havering - Cranham
E01002311,Havering - Heaton
E01002251,Havering - Rush Green & Crowlands
E01002352,Havering - St Alban's
E01002358,Havering - St Alban's
E01002350,Havering - St Alban's
E01002351,Havering - St Alban's
E01002533,Hillingdon - Ruislip
E01002289,Havering - St Andrew's
E01002362,Havering - St Andrew's
E01002361,Havering - St Andrew's
E01002434,Hillingdon - Ruislip
E01002392,Hillingdon - Yeading
E01002636,Hounslow - Heston West
E01002359,Havering - St Andrew's
E01002582,Hounslow - Chiswick Riverside
E01002455,Hillingdon - Hillingdon East
E01002536,Hillingdon - Ruislip
E01002540,Hillingdon - Yeading
E01002631,Hounslow - Heston West
E01002677,Hounslow - Osterley & Spring Grove
E01002360,Havering - St Andrew's
E01002398,Hillingdon - Belmore
E01002587,Hounslow - Cranford
E01002456,Hillingdon - Hillingdon East
E01002535,Hillingdon - Ruislip
E01002541,Hillingdon - Yeading
E01002635,Hounslow - Heston West
E01002676,Hounslow - Osterley & Spring Grove
E01002363,Havering - St Andrew's
E01002547,Hillingdon - Belmore
E01002588,Hounslow - Cranford
E01002452,Hillingdon - Hillingdon East
E01002430,Hillingdon - Ruislip
E01002393,Hillingdon - Yeading
E01002637,Hounslow - Heston West
E01002674,Hounslow - Osterley & Spring Grove
E01002367,Havering - St Andrew's
E01002427,Hillingdon - Charville
E01002586,Hounslow - Cranford
E01002513,Hillingdon - Hillingdon East
E01002539,Hillingdon - Ruislip
E01002542,Hillingdon - Yeading
E01002543,Hillingdon - Yeading
E01002544,Hillingdon - Yeading
E01034609,Hillingdon - Yiewsley
E01034608,Hillingdon - Yiewsley
E01002553,Hillingdon - Yiewsley
E01002550,Hillingdon - Yiewsley
E01002552,Hillingdon - Yiewsley
E01002548,Hillingdon - Yiewsley
E01002556,Hounslow - Bedfont
E01002561,Hounslow - Bedfont
E01002555,Hounslow - Bedfont
E01002558,Hounslow - Bedfont
E01002559,Hounslow - Bedfont
E01002560,Hounslow - Bedfont
E01002557,Hounslow - Bedfont
E01034045,Hounslow - Brentford East
E01034043,Hounslow - Brentford East
E01034046,Hounslow - Brentford East
E01002564,Hounslow - Brentford East
E01034042,Hounslow - Brentford East
E01002563,Hounslow - Brentford West
E01002567,Hounslow - Brentford West
E01002565,Hounslow - Brentford West
E01002693,Hounslow - Chiswick Gunnersbury
E01002691,Hounslow - Chiswick Gunnersbury
E01002687,Hounslow - Chiswick Gunnersbury
E01002562,Hounslow - Chiswick Gunnersbury
E01032573,Hounslow - Chiswick Gunnersbury
E01002692,Hounslow - Chiswick Gunnersbury
E01002689,Hounslow - Chiswick Gunnersbury
E01002690,Hounslow - Chiswick Gunnersbury
E01002575,Hounslow - Chiswick Homefields
E01002574,Hounslow - Chiswick Homefields
E01002570,Hounslow - Chiswick Homefields
E01002571,Hounslow - Chiswick Homefields
E01002573,Hounslow - Chiswick Homefields
E01002572,Hounslow - Chiswick Homefields
E01002578,Hounslow - Chiswick Homefields
E01002579,Hounslow - Chiswick Homefields
E01002569,Hounslow - Chiswick Homefields
E01002581,Hounslow - Chiswick Riverside
E01002577,Hounslow - Chiswick Riverside
E01002576,Hounslow - Chiswick Riverside
E01034044,Hounslow - Chiswick Riverside
E01002580,Hounslow - Chiswick Riverside
E01002423,Hillingdon - Charville
E01002516,Hillingdon - Hillingdon East
E01002466,Hillingdon - Ruislip Manor
E01002291,Havering - St Andrew's
E01002585,Hounslow - Cranford
E01002429,Hillingdon - Charville
E01002364,Havering - St Andrew's
E01002471,Hillingdon - Ruislip Manor
E01002451,Hillingdon - Hillingdon East
E01002678,Hounslow - Osterley & Spring Grove
E01002632,Hounslow - Heston West
E01002465,Hillingdon - Ruislip Manor
E01002450,Hillingdon - Hillingdon East
E01002356,Havering - St Edward's
